sentence_id,sentence_1,sentence_2,sentence_3,sentence_4,candidate_1,candidate_2,label
124,ESTRAGON:I'd forgotten.,"VLADIMIR:Extraordinary the tricks that memory plays! (Estragon tries to speak, renounces,limps to his place, sits down and begins to take off his boots. To Boy.) Well?",BOY:Mr. Godot—,"VLADIMIR:I've seen you before, haven't I?","VLADIMIR:He's about to speak.Estragon goes over beside Vladimir. Motionless, side by side, they wait.","BOY:I don't know, Sir.",2
125,BOY:No Sir.,VLADIMIR:It wasn't you came yesterday?,BOY:No Sir.,VLADIMIR:This is your first time?,VLADIMIR:What?,BOY:Yes Sir.Silence.,2
126,BOY:(in a rush). Mr. Godot told me to tell you he won't come this evening but surelytomorrow.Silence.,VLADIMIR:Is that all?,BOY:Yes Sir.Silence.,VLADIMIR:You work for Mr. Godot?,BOY:Yes Sir.,ESTRAGON:Don't let's do anything. It's safer.,1
127,"BOY:I mind the goats, Sir.",VLADIMIR:Is he good to you?,BOY:Yes Sir.,VLADIMIR:He doesn't beat you?,POZZO:He's not pleased.,"BOY:No Sir, not me.",2
128,"BOY:He beats my brother, Sir.","VLADIMIR:Ah, you have a brother?",BOY:Yes Sir.,VLADIMIR:What does he do?,ESTRAGON:Ah! That's better.He puts the bones in his pocket.,"BOY:He minds the sheep, Sir.",2
129,"BOY:I don't know, Sir.",VLADIMIR:He must be fond of you.,"BOY:I don't know, Sir.Silence.",VLADIMIR:Does he give you enough to eat? (The Boy hesitates.) Does he feed you well?,ESTRAGON:Quick! (Pozzo gets up and goes over beside Estragon. Estragon points off.) Look!,"BOY:Fairly well, Sir.",2
130,BOY:Yes Sir.VLADIMIR:Well?,"BOY:I don't know, Sir.",VLADIMIR:You don't know if you're unhappy or not?,BOY:No Sir.,VLADIMIR:You're as bad as myself. (Silence.) Where do you sleep?,VLADIMIR:I don't understand.,1
131,VLADIMIR:With your brother?,BOY:Yes Sir.,VLADIMIR:In the hay?,BOY:Yes Sir.Silence.,ESTRAGON:(looking at the neck). I see nothing.,"VLADIMIR:All right, you may go.",2
132,"VLADIMIR:Tell him . . . (he hesitates) . . . tell him you saw us. (Pause.) You did see us, didn'tyou?","BOY:Yes Sir.He steps back, hesitates, turns and exit running. The light suddenly fails. In amoment it is night. The moon rises at back, mounts in the sky, stands still,shedding a pale light on the scene.","VLADIMIR:At last! (Estragon gets up and goes towards Vladimir, a boot in each hand. Heputs them down at edge of stage, straightens and contemplates the moon.) #What are you doing?",ESTRAGON:Pale for weariness.,ESTRAGON:Unforgettable.,VLADIMIR:Eh?,2
133,"VLADIMIR:Your boots, what are you doing with your boots?","ESTRAGON:(turning to look at the boots). I'm leaving them there. (Pause.) Another will come,just as . . . as . . . as me, but with smaller feet, and they'll make him happy.",VLADIMIR:But you can't go barefoot!,ESTRAGON:Christ did.,VLADIMIR:Christ! What has Christ got to do with it. You're not going to compare yourself toChrist!,"VLADIMIR:STOP IT!Exit Vladimir hurriedly. Estragon gets up and follows him as far as the limit ofthe stage. Gestures of Estragon like those of a spectator encouraging a pugilist.Enter Vladimir. He brushes past Estragon, crosses the stage with bowed head.Estragon takes a step towards him, halts.",1
134,"VLADIMIR:But where he lived it was warm, it was dry!",ESTRAGON:Yes. And they crucified quick.Silence.,VLADIMIR:We've nothing more to do here.,ESTRAGON:Nor anywhere else.,VLADIMIR:How do I know? (They close in on him.) Careful!,"VLADIMIR:Ah Gogo, don't go on like that. Tomorrow everything will be better.",2
135,VLADIMIR:Did you not hear what the child said?,ESTRAGON:No.,VLADIMIR:He said that Godot was sure to come tomorrow. (Pause.) What do you say to that?,ESTRAGON:Then all we have to do is to wait on here.,"VLADIMIR:Are you mad? We must take cover. (He takes Estragon by the arm.) Come on.He draws Estragon after him. Estragon yields, then resists. They halt.",ESTRAGON:What is it?,1
136,VLADIMIR:Come on. It's cold.He draws Estragon after him. As before.,ESTRAGON:Remind me to bring a bit of rope tomorrow.,VLADIMIR:Yes. Come on.He draws him after him. As before.,ESTRAGON:How long have we been together all the time now?,VLADIMIR:Let's wait till we know exactly how we stand.,VLADIMIR:I don't know. Fifty years maybe.,2
137,VLADIMIR:We were grape harvesting.,ESTRAGON:You fished me out.,VLADIMIR:That's all dead and buried.,ESTRAGON:My clothes dried in the sun.,VLADIMIR:We'll come back tomorrow.,VLADIMIR:There's no good harking back on that. Come on.He draws him after him. As before.,2
138,VLADIMIR:I'm cold!,"ESTRAGON:Wait! (He moves away from Vladimir.) I sometimes wonder if we wouldn't havebeen better off alone, each one for himself. (He crosses the stage and sits down onthe mound.) We weren't made for the same road.",VLADIMIR:(without anger). It's not certain.,"ESTRAGON:No, nothing is certain.Vladimir slowly crosses the stage and sits down beside Estragon. #",ESTRAGON:Pah! The wind in the reeds.,"VLADIMIR:We can still part, if you think it would be better.",2
