random_idx,input_sentence1,input_sentence2,input_sentence3,input_sentence4,candidate_sentence1,candidate_sentence2,label
189680,ROBERT. (_throwing his hat over an the sofa--with a great sigh of,exhaustion_) Phew! The sun’s hot today! (RUTH _is startled. At first she,makes an instinctive motion as if to hide the letter in her bosom. She,immediately thinks better of this and sits with the letter in her hands,by pain_. SCOTT _sits dumbfounded and open-mouthed_. ANDREW _soothes his,looking at him with defiant eyes. He bends down and kisses her_).,2
794575,exhaustion_) Phew! The sun’s hot today! (RUTH _is startled. At first she,makes an instinctive motion as if to hide the letter in her bosom. She,immediately thinks better of this and sits with the letter in her hands,looking at him with defiant eyes. He bends down and kisses her_).,of being constantly on the verge of comfortless tears. She speaks in an,RUTH. (_feeling of her cheek--irritably_) Why don’t you shave? You look,2
671658,makes an instinctive motion as if to hide the letter in her bosom. She,immediately thinks better of this and sits with the letter in her hands,looking at him with defiant eyes. He bends down and kisses her_).,RUTH. (_feeling of her cheek--irritably_) Why don’t you shave? You look,ROBERT. (_as_ RUTH _comes from where she has been standing by the,awful.,2
880638,immediately thinks better of this and sits with the letter in her hands,looking at him with defiant eyes. He bends down and kisses her_).,RUTH. (_feeling of her cheek--irritably_) Why don’t you shave? You look,awful.,"ROBERT. You’ve been fine, Uncle Dick; and I appreciate it. Truly.",ROBERT. (_indifferently_) I forgot--and it’s too much trouble this,2
485353,looking at him with defiant eyes. He bends down and kisses her_).,RUTH. (_feeling of her cheek--irritably_) Why don’t you shave? You look,awful.,ROBERT. (_indifferently_) I forgot--and it’s too much trouble this,wish you’d never married that man!,weather.,2
360454,RUTH. (_feeling of her cheek--irritably_) Why don’t you shave? You look,awful.,ROBERT. (_indifferently_) I forgot--and it’s too much trouble this,weather.,"MARY. (_throwing aside her doll, runs to him with a happy cry_) Dada!",hear the old voices calling me to come---- (_Exultantly_) And this time,1
8575,awful.,ROBERT. (_indifferently_) I forgot--and it’s too much trouble this,weather.,"MARY. (_throwing aside her doll, runs to him with a happy cry_) Dada!",Dada!,MARY _on his lap_) You needn’t bother. I’ll put her to bed.,1
748618,ROBERT. (_indifferently_) I forgot--and it’s too much trouble this,weather.,"MARY. (_throwing aside her doll, runs to him with a happy cry_) Dada!",Dada!,"don’t you worry. (_Exulting fiercely_) Andy’s coming back, don’t forget",ROBERT. (_swinging her up above his head--lovingly_) And how’s this,2
749877,weather.,"MARY. (_throwing aside her doll, runs to him with a happy cry_) Dada!",Dada!,ROBERT. (_swinging her up above his head--lovingly_) And how’s this,"almost, doesn’t it?","little girl of mine this hot day, eh?",2
755491,"MARY. (_throwing aside her doll, runs to him with a happy cry_) Dada!",Dada!,ROBERT. (_swinging her up above his head--lovingly_) And how’s this,"little girl of mine this hot day, eh?",SCOTT. (_disgruntedly_) It’s hard to tell who’s jokin’ and who’s not in,MARY. (_screeching happily_) Dada! Dada!,2
261324,Dada!,ROBERT. (_swinging her up above his head--lovingly_) And how’s this,"little girl of mine this hot day, eh?",MARY. (_screeching happily_) Dada! Dada!,SCOTT. (_indignantly_) Nothin’! You talk as if I wasn’t concerned nohow,RUTH. (_in annoyance_) Don’t do that to her! You know it’s time for her,2
416988,ROBERT. (_swinging her up above his head--lovingly_) And how’s this,"little girl of mine this hot day, eh?",MARY. (_screeching happily_) Dada! Dada!,RUTH. (_in annoyance_) Don’t do that to her! You know it’s time for her,"this one of the slickest, best-payin’ farms in the state, too, afore he",nap and you’ll get her all waked up; then I’ll be the one that’ll have,2
585308,"little girl of mine this hot day, eh?",MARY. (_screeching happily_) Dada! Dada!,RUTH. (_in annoyance_) Don’t do that to her! You know it’s time for her,nap and you’ll get her all waked up; then I’ll be the one that’ll have,to sit beside her till she falls asleep.,"RUTH. Do stop your nagging at me, Ma! I’m sick of hearing you. I’ll do",1
734145,MARY. (_screeching happily_) Dada! Dada!,RUTH. (_in annoyance_) Don’t do that to her! You know it’s time for her,nap and you’ll get her all waked up; then I’ll be the one that’ll have,to sit beside her till she falls asleep.,ROBERT. (_sitting down in the chair on the left of table and cuddling_,on her anxiously. She opens the door and steps inside the room. She,1
651762,RUTH. (_in annoyance_) Don’t do that to her! You know it’s time for her,nap and you’ll get her all waked up; then I’ll be the one that’ll have,to sit beside her till she falls asleep.,ROBERT. (_sitting down in the chair on the left of table and cuddling_,MARY _on his lap_) You needn’t bother. I’ll put her to bed.,covers the unblacked stove. A pile of wood is stacked up carelessly,1
168529,nap and you’ll get her all waked up; then I’ll be the one that’ll have,to sit beside her till she falls asleep.,ROBERT. (_sitting down in the chair on the left of table and cuddling_,MARY _on his lap_) You needn’t bother. I’ll put her to bed.,toted one of the old books along with you. (_He crosses the ditch and,"RUTH. (_shortly_) You’ve got to get back to your work, I s’pose.",2
834863,to sit beside her till she falls asleep.,ROBERT. (_sitting down in the chair on the left of table and cuddling_,MARY _on his lap_) You needn’t bother. I’ll put her to bed.,"RUTH. (_shortly_) You’ve got to get back to your work, I s’pose.","ROBERT. (_with a sigh_) Yes, I was forgetting. (_He glances at the open","vige’ll make a man of him. I’ll see to it he learns how to navigate, ’n’",1
998807,ROBERT. (_sitting down in the chair on the left of table and cuddling_,MARY _on his lap_) You needn’t bother. I’ll put her to bed.,"RUTH. (_shortly_) You’ve got to get back to your work, I s’pose.","ROBERT. (_with a sigh_) Yes, I was forgetting. (_He glances at the open","RUTH. It was last summer he had a bad spell first, but he’s been ailin’",letter on_ RUTH’S _lap_) Reading Andy’s letter again? I should think,2
244919,MARY _on his lap_) You needn’t bother. I’ll put her to bed.,"RUTH. (_shortly_) You’ve got to get back to your work, I s’pose.","ROBERT. (_with a sigh_) Yes, I was forgetting. (_He glances at the open",letter on_ RUTH’S _lap_) Reading Andy’s letter again? I should think,ROBERT. Where did Uncle Dick disappear to this morning?,you’d know it by heart by this time.,2
436180,"RUTH. (_shortly_) You’ve got to get back to your work, I s’pose.","ROBERT. (_with a sigh_) Yes, I was forgetting. (_He glances at the open",letter on_ RUTH’S _lap_) Reading Andy’s letter again? I should think,you’d know it by heart by this time.,RUTH. (_coloring as if she’d been accused of something--defiantly_),not boasting of. I took to speculating.,1
766611,"ROBERT. (_with a sigh_) Yes, I was forgetting. (_He glances at the open",letter on_ RUTH’S _lap_) Reading Andy’s letter again? I should think,you’d know it by heart by this time.,RUTH. (_coloring as if she’d been accused of something--defiantly_),"I’ve got a right to read it, haven’t I? He says it’s meant for all of","MARY. (_clinging to her father_) No, Dada!",1
400273,letter on_ RUTH’S _lap_) Reading Andy’s letter again? I should think,you’d know it by heart by this time.,RUTH. (_coloring as if she’d been accused of something--defiantly_),"I’ve got a right to read it, haven’t I? He says it’s meant for all of",ROBERT. Andy! Don’t! You’re only making it worse.,us.,2
928589,you’d know it by heart by this time.,RUTH. (_coloring as if she’d been accused of something--defiantly_),"I’ve got a right to read it, haven’t I? He says it’s meant for all of",us.,ROBERT. (_with a trace of irritation_) Right? Don’t be so silly. There’s,"then, and I used to cry sometimes and Ma would think I was in pain. (_He",1
79028,RUTH. (_coloring as if she’d been accused of something--defiantly_),"I’ve got a right to read it, haven’t I? He says it’s meant for all of",us.,ROBERT. (_with a trace of irritation_) Right? Don’t be so silly. There’s,no question of right. I was only saying that you must know all that’s in,ROBERT. (_simply_) I love you. That’s the other reason.,1
848480,"I’ve got a right to read it, haven’t I? He says it’s meant for all of",us.,ROBERT. (_with a trace of irritation_) Right? Don’t be so silly. There’s,no question of right. I was only saying that you must know all that’s in,it after so many readings.,worried thinking one of us might have the wrong notion.,1
599748,us.,ROBERT. (_with a trace of irritation_) Right? Don’t be so silly. There’s,no question of right. I was only saying that you must know all that’s in,it after so many readings.,"RUTH. Well, I don’t. (_She puts the letter on the table and gets wearily",RUTH. (_dully_) S-s-s-h-! Ma’s asleep.,1
421774,ROBERT. (_with a trace of irritation_) Right? Don’t be so silly. There’s,no question of right. I was only saying that you must know all that’s in,it after so many readings.,"RUTH. Well, I don’t. (_She puts the letter on the table and gets wearily",RUTH. It was about you--in a way.,to her feet_) I s’pose you’ll be wanting your dinner now.,2
999350,no question of right. I was only saying that you must know all that’s in,it after so many readings.,"RUTH. Well, I don’t. (_She puts the letter on the table and gets wearily",to her feet_) I s’pose you’ll be wanting your dinner now.,"minute I land, if working hard and a determination to get on can do it;",ROBERT. (_listlessly_) I don’t care. I’m not hungry.,2
725452,it after so many readings.,"RUTH. Well, I don’t. (_She puts the letter on the table and gets wearily",to her feet_) I s’pose you’ll be wanting your dinner now.,ROBERT. (_listlessly_) I don’t care. I’m not hungry.,RUTH. And here I been keeping it hot for you!,as the car stops on the road before the farmhouse._ RUTH _returns from,1
593145,"RUTH. Well, I don’t. (_She puts the letter on the table and gets wearily",to her feet_) I s’pose you’ll be wanting your dinner now.,ROBERT. (_listlessly_) I don’t care. I’m not hungry.,RUTH. And here I been keeping it hot for you!,"ROBERT. (_irritably_) Oh, all right then. Bring it in and I’ll try to","ROBERT. I could hardly back out now, even if I wanted to. And I’ll be",1
324177,to her feet_) I s’pose you’ll be wanting your dinner now.,ROBERT. (_listlessly_) I don’t care. I’m not hungry.,RUTH. And here I been keeping it hot for you!,"ROBERT. (_irritably_) Oh, all right then. Bring it in and I’ll try to","you’re going, and stay there! (_He takes hold of_ ROBERT’S _arm_).",eat.,2
564230,ROBERT. (_listlessly_) I don’t care. I’m not hungry.,RUTH. And here I been keeping it hot for you!,"ROBERT. (_irritably_) Oh, all right then. Bring it in and I’ll try to",eat.,your own choice.,RUTH. I’ve got to get her to bed first. (_She goes to lift_ MARY _off,2
957012,RUTH. And here I been keeping it hot for you!,"ROBERT. (_irritably_) Oh, all right then. Bring it in and I’ll try to",eat.,RUTH. I’ve got to get her to bed first. (_She goes to lift_ MARY _off,"his lap_) Come, dear. It’s after time and you can hardly keep your eyes","embarrassed, hurt, and greatly puzzled by her behavior_).",1
481276,"ROBERT. (_irritably_) Oh, all right then. Bring it in and I’ll try to",eat.,RUTH. I’ve got to get her to bed first. (_She goes to lift_ MARY _off,"his lap_) Come, dear. It’s after time and you can hardly keep your eyes",open now.,"MRS. ATKINS. (_holding up her hands_) Well, of all the foolishness!----",1
841932,eat.,RUTH. I’ve got to get her to bed first. (_She goes to lift_ MARY _off,"his lap_) Come, dear. It’s after time and you can hardly keep your eyes",open now.,voyage! I’ve won to my trip--the right of release--beyond the horizon!,"MARY. (_crying_) No, no! (_Appealing to her father_) Dada! No!",2
435352,RUTH. I’ve got to get her to bed first. (_She goes to lift_ MARY _off,"his lap_) Come, dear. It’s after time and you can hardly keep your eyes",open now.,"MARY. (_crying_) No, no! (_Appealing to her father_) Dada! No!","much, too!",RUTH. (_accusingly to_ ROBERT) There! Now see what you’ve done! I told,2
748741,"his lap_) Come, dear. It’s after time and you can hardly keep your eyes",open now.,"MARY. (_crying_) No, no! (_Appealing to her father_) Dada! No!",RUTH. (_accusingly to_ ROBERT) There! Now see what you’ve done! I told,you not to----,right_).,1
718380,open now.,"MARY. (_crying_) No, no! (_Appealing to her father_) Dada! No!",RUTH. (_accusingly to_ ROBERT) There! Now see what you’ve done! I told,you not to----,"ROBERT. (_shortly_) Let her alone, then. She’s all right where she is.",SCOTT. (_who has listened to this conversation in mingled consternation,1
189333,"MARY. (_crying_) No, no! (_Appealing to her father_) Dada! No!",RUTH. (_accusingly to_ ROBERT) There! Now see what you’ve done! I told,you not to----,"ROBERT. (_shortly_) Let her alone, then. She’s all right where she is.",hands with a shuddering sob_) God!,She’ll fall asleep on my lap in a minute if you’ll stop bothering her.,2
767176,RUTH. (_accusingly to_ ROBERT) There! Now see what you’ve done! I told,you not to----,"ROBERT. (_shortly_) Let her alone, then. She’s all right where she is.",She’ll fall asleep on my lap in a minute if you’ll stop bothering her.,it is?,RUTH. (_hotly_) She’ll not do any such thing! She’s got to learn to mind,2
24417,you not to----,"ROBERT. (_shortly_) Let her alone, then. She’s all right where she is.",She’ll fall asleep on my lap in a minute if you’ll stop bothering her.,RUTH. (_hotly_) She’ll not do any such thing! She’s got to learn to mind,into saying things I don’t mean? Haven’t I got my share of troubles,me! (_Shaking her finger at_ MARY) You naughty child! Will you come with,2
423799,"ROBERT. (_shortly_) Let her alone, then. She’s all right where she is.",She’ll fall asleep on my lap in a minute if you’ll stop bothering her.,RUTH. (_hotly_) She’ll not do any such thing! She’s got to learn to mind,me! (_Shaking her finger at_ MARY) You naughty child! Will you come with,Mama when she tells you for your own good?,gits through!,1
383256,She’ll fall asleep on my lap in a minute if you’ll stop bothering her.,RUTH. (_hotly_) She’ll not do any such thing! She’s got to learn to mind,me! (_Shaking her finger at_ MARY) You naughty child! Will you come with,Mama when she tells you for your own good?,trying to work this cursed farm without your adding to them? You know,"MARY. (_clinging to her father_) No, Dada!",2
744810,RUTH. (_hotly_) She’ll not do any such thing! She’s got to learn to mind,me! (_Shaking her finger at_ MARY) You naughty child! Will you come with,Mama when she tells you for your own good?,"MARY. (_clinging to her father_) No, Dada!","RUTH. (_losing her temper_) A good spanking’s what you need, my young",to Arizona--or----,1
937326,me! (_Shaking her finger at_ MARY) You naughty child! Will you come with,Mama when she tells you for your own good?,"MARY. (_clinging to her father_) No, Dada!","RUTH. (_losing her temper_) A good spanking’s what you need, my young","lady--and you’ll get one from me if you don’t mind better, d’you hear?",been trying not to show it.,1
427800,Mama when she tells you for your own good?,"MARY. (_clinging to her father_) No, Dada!","RUTH. (_losing her temper_) A good spanking’s what you need, my young","lady--and you’ll get one from me if you don’t mind better, d’you hear?","never learned a thing, and always reading your stupid books instead of",(MARY _starts to whimper frightenedly_).,2
772184,"MARY. (_clinging to her father_) No, Dada!","RUTH. (_losing her temper_) A good spanking’s what you need, my young","lady--and you’ll get one from me if you don’t mind better, d’you hear?",(MARY _starts to whimper frightenedly_).,ROBERT. (_with sudden anger_) Leave her alone! How often have I told you,me not to go.,1
807299,"RUTH. (_losing her temper_) A good spanking’s what you need, my young","lady--and you’ll get one from me if you don’t mind better, d’you hear?",(MARY _starts to whimper frightenedly_).,ROBERT. (_with sudden anger_) Leave her alone! How often have I told you,"on, _I_’d like to know?",not to threaten her with whipping? I won’t have it. (_Soothing the,2
862626,"lady--and you’ll get one from me if you don’t mind better, d’you hear?",(MARY _starts to whimper frightenedly_).,ROBERT. (_with sudden anger_) Leave her alone! How often have I told you,not to threaten her with whipping? I won’t have it. (_Soothing the,"wailing_ MARY) There! There, little girl! Baby mustn’t cry. Dada won’t",ANDREW. (_going over to_ MARY) And who’s this young lady I find you all,1
941037,(MARY _starts to whimper frightenedly_).,ROBERT. (_with sudden anger_) Leave her alone! How often have I told you,not to threaten her with whipping? I won’t have it. (_Soothing the,"wailing_ MARY) There! There, little girl! Baby mustn’t cry. Dada won’t","back. He speaks in a low voice, full of feeling_) Buck up, Rob. It ain’t",like you if you do. Dada’ll hold you and you must promise to go to sleep,2
848715,ROBERT. (_with sudden anger_) Leave her alone! How often have I told you,not to threaten her with whipping? I won’t have it. (_Soothing the,"wailing_ MARY) There! There, little girl! Baby mustn’t cry. Dada won’t",like you if you do. Dada’ll hold you and you must promise to go to sleep,like a good little girl. Will you when Dada asks you?,speakin’ truth--that’s why you’re afraid to argy! You lie when you say,1
234284,not to threaten her with whipping? I won’t have it. (_Soothing the,"wailing_ MARY) There! There, little girl! Baby mustn’t cry. Dada won’t",like you if you do. Dada’ll hold you and you must promise to go to sleep,like a good little girl. Will you when Dada asks you?,to.,"MARY. (_cuddling up to him_) Yes, Dada.",2
377848,"wailing_ MARY) There! There, little girl! Baby mustn’t cry. Dada won’t",like you if you do. Dada’ll hold you and you must promise to go to sleep,like a good little girl. Will you when Dada asks you?,"MARY. (_cuddling up to him_) Yes, Dada.",MAYO. He does seem sort o’ glum and out of sorts. It’s ’count o’ Robert,"RUTH. (_looking at them, her pale face set and drawn_) A fine one you",2
913113,like you if you do. Dada’ll hold you and you must promise to go to sleep,like a good little girl. Will you when Dada asks you?,"MARY. (_cuddling up to him_) Yes, Dada.","RUTH. (_looking at them, her pale face set and drawn_) A fine one you",are to be telling folks how to do things! (_She bites her lips. Husband,knows I’m set on a thing. And he could see just as soon’s I told him,1
817429,like a good little girl. Will you when Dada asks you?,"MARY. (_cuddling up to him_) Yes, Dada.","RUTH. (_looking at them, her pale face set and drawn_) A fine one you",are to be telling folks how to do things! (_She bites her lips. Husband,chance--the miracle. (_He puts on his hat and coat--bowing to_ RUTH),and wife look into each other’s eyes with something akin to hatred in,2
981462,"MARY. (_cuddling up to him_) Yes, Dada.","RUTH. (_looking at them, her pale face set and drawn_) A fine one you",are to be telling folks how to do things! (_She bites her lips. Husband,and wife look into each other’s eyes with something akin to hatred in,their expressions; then_ RUTH _turns away with a shrug of affected,"ANDREW. Oh, of course. I know you’re going to learn navigation, and all",1
639123,"RUTH. (_looking at them, her pale face set and drawn_) A fine one you",are to be telling folks how to do things! (_She bites her lips. Husband,and wife look into each other’s eyes with something akin to hatred in,their expressions; then_ RUTH _turns away with a shrug of affected,"indifference_) All right, take care of her then, if you think it’s so",seen._,1
690311,are to be telling folks how to do things! (_She bites her lips. Husband,and wife look into each other’s eyes with something akin to hatred in,their expressions; then_ RUTH _turns away with a shrug of affected,"indifference_) All right, take care of her then, if you think it’s so","I suppose you’re right, Katey. (_Scratching his head in puzzlement_) But",easy. (_She walks away into the kitchen_).,2
146477,and wife look into each other’s eyes with something akin to hatred in,their expressions; then_ RUTH _turns away with a shrug of affected,"indifference_) All right, take care of her then, if you think it’s so",easy. (_She walks away into the kitchen_).,ANDREW. You can easily get a man to do my work.,ROBERT. (_smoothing_ MARY’S _hair--tenderly_) We’ll show Mama you’re a,2
721925,their expressions; then_ RUTH _turns away with a shrug of affected,"indifference_) All right, take care of her then, if you think it’s so",easy. (_She walks away into the kitchen_).,ROBERT. (_smoothing_ MARY’S _hair--tenderly_) We’ll show Mama you’re a,"improving the farm. And besides, I’m not keen on being a student, just","good little girl, won’t we?",2
581521,"indifference_) All right, take care of her then, if you think it’s so",easy. (_She walks away into the kitchen_).,ROBERT. (_smoothing_ MARY’S _hair--tenderly_) We’ll show Mama you’re a,"good little girl, won’t we?","MARY. (_crooning drowsily_) Dada, Dada.",ROBERT _stares after him for a moment; then climbs to the fence rail,1
79611,easy. (_She walks away into the kitchen_).,ROBERT. (_smoothing_ MARY’S _hair--tenderly_) We’ll show Mama you’re a,"good little girl, won’t we?","MARY. (_crooning drowsily_) Dada, Dada.",ROBERT. Let’s see: Does your mother take off your shoes and stockings,might wait until morning when he’s had his breakfast.,1
385646,ROBERT. (_smoothing_ MARY’S _hair--tenderly_) We’ll show Mama you’re a,"good little girl, won’t we?","MARY. (_crooning drowsily_) Dada, Dada.",ROBERT. Let’s see: Does your mother take off your shoes and stockings,before your nap?,"(_He kisses her passionately and steps to the ground, lifting_ RUTH _in",1
361329,"good little girl, won’t we?","MARY. (_crooning drowsily_) Dada, Dada.",ROBERT. Let’s see: Does your mother take off your shoes and stockings,before your nap?,remains silent_).,"MARY. (_nodding with half-shut eyes_) Yes, Dada.",2
686768,"MARY. (_crooning drowsily_) Dada, Dada.",ROBERT. Let’s see: Does your mother take off your shoes and stockings,before your nap?,"MARY. (_nodding with half-shut eyes_) Yes, Dada.",ROBERT. (_taking of her shoes and stockings_) We’ll show Mama we know,at home on the farm. I think love must have been the secret--the secret,1
261466,ROBERT. Let’s see: Does your mother take off your shoes and stockings,before your nap?,"MARY. (_nodding with half-shut eyes_) Yes, Dada.",ROBERT. (_taking of her shoes and stockings_) We’ll show Mama we know,that and told him.,"how to do those things, won’t we? There’s one old shoe off--and there’s",2
566852,before your nap?,"MARY. (_nodding with half-shut eyes_) Yes, Dada.",ROBERT. (_taking of her shoes and stockings_) We’ll show Mama we know,"how to do those things, won’t we? There’s one old shoe off--and there’s",ANDREW. (_evasively_) I’ve always wanted to go.,the other old shoe--and here’s one old stocking--and there’s the other,2
571189,"MARY. (_nodding with half-shut eyes_) Yes, Dada.",ROBERT. (_taking of her shoes and stockings_) We’ll show Mama we know,"how to do those things, won’t we? There’s one old shoe off--and there’s",the other old shoe--and here’s one old stocking--and there’s the other,sight! (_He pounds the table with his fists in exasperation_).,"old stocking. There we are, all nice and cool and comfy. (_He bends down",2
622188,ROBERT. (_taking of her shoes and stockings_) We’ll show Mama we know,"how to do those things, won’t we? There’s one old shoe off--and there’s",the other old shoe--and here’s one old stocking--and there’s the other,"old stocking. There we are, all nice and cool and comfy. (_He bends down",and kisses her_) And now will you promise to go right to sleep if Dada,RUTH. (_dully_) You found--you’d lost everything?,1
842635,"how to do those things, won’t we? There’s one old shoe off--and there’s",the other old shoe--and here’s one old stocking--and there’s the other,"old stocking. There we are, all nice and cool and comfy. (_He bends down",and kisses her_) And now will you promise to go right to sleep if Dada,takes you to bed? (MARY _nods sleepily_) That’s the good little girl.,a jiffy. (_With an affectionate smile_) I wonder if the old chump’s,1
553315,the other old shoe--and here’s one old stocking--and there’s the other,"old stocking. There we are, all nice and cool and comfy. (_He bends down",and kisses her_) And now will you promise to go right to sleep if Dada,takes you to bed? (MARY _nods sleepily_) That’s the good little girl.,MRS. MAYO. (_hurriedly--in a tone of warning_) Never mind what you were,(_He gathers her up in his arms carefully and carries her into the,2
216358,"old stocking. There we are, all nice and cool and comfy. (_He bends down",and kisses her_) And now will you promise to go right to sleep if Dada,takes you to bed? (MARY _nods sleepily_) That’s the good little girl.,(_He gathers her up in his arms carefully and carries her into the,bedroom. His voice can be heard faintly as he lulls the child to sleep._,"seem mighty fixed in your opinion, Katey. How d’you know?",1
116033,and kisses her_) And now will you promise to go right to sleep if Dada,takes you to bed? (MARY _nods sleepily_) That’s the good little girl.,(_He gathers her up in his arms carefully and carries her into the,bedroom. His voice can be heard faintly as he lulls the child to sleep._,BEN. That’s for you to figger. I’m quittin’.,RUTH _comes out of the kitchen and gets the plate from the table. She,2
540627,takes you to bed? (MARY _nods sleepily_) That’s the good little girl.,(_He gathers her up in his arms carefully and carries her into the,bedroom. His voice can be heard faintly as he lulls the child to sleep._,RUTH _comes out of the kitchen and gets the plate from the table. She,hears the voice from the room and tiptoes to the door to look in. Then,hoe he carries_.,1
93226,(_He gathers her up in his arms carefully and carries her into the,bedroom. His voice can be heard faintly as he lulls the child to sleep._,RUTH _comes out of the kitchen and gets the plate from the table. She,hears the voice from the room and tiptoes to the door to look in. Then,"ROBERT. (_turning to her quickly, in surprise--slowly_) Why do you ask","she starts for the kitchen but stands for a moment thinking, a look of",2
636506,bedroom. His voice can be heard faintly as he lulls the child to sleep._,RUTH _comes out of the kitchen and gets the plate from the table. She,hears the voice from the room and tiptoes to the door to look in. Then,"she starts for the kitchen but stands for a moment thinking, a look of",ill-concealed jealousy on her face. At a noise from inside she hurriedly,"days, perhaps only a few hours. It’s a marvel that he’s alive at this",1
983919,RUTH _comes out of the kitchen and gets the plate from the table. She,hears the voice from the room and tiptoes to the door to look in. Then,"she starts for the kitchen but stands for a moment thinking, a look of",ill-concealed jealousy on her face. At a noise from inside she hurriedly,"leavin’, I s’pose. (_To_ SCOTT) Dick, you wouldn’t believe how them boys",disappears into the kitchen. A moment later_ ROBERT _re-enters. He comes,2
485198,hears the voice from the room and tiptoes to the door to look in. Then,"she starts for the kitchen but stands for a moment thinking, a look of",ill-concealed jealousy on her face. At a noise from inside she hurriedly,disappears into the kitchen. A moment later_ ROBERT _re-enters. He comes,forward and picks up the shoes and stockings which he shoves carelessly,"ROBERT. You’ll have to, to understand. Well, in those days, when Ma was",1
712564,"she starts for the kitchen but stands for a moment thinking, a look of",ill-concealed jealousy on her face. At a noise from inside she hurriedly,disappears into the kitchen. A moment later_ ROBERT _re-enters. He comes,forward and picks up the shoes and stockings which he shoves carelessly,"under the table. Then, seeing no one about, he goes to the sideboard and",chance now to undo some of all the suffering you’ve brought on Rob. Go,1
801151,ill-concealed jealousy on her face. At a noise from inside she hurriedly,disappears into the kitchen. A moment later_ ROBERT _re-enters. He comes,forward and picks up the shoes and stockings which he shoves carelessly,"under the table. Then, seeing no one about, he goes to the sideboard and","selects a book. Coming back to his chair, he sits down and immediately","ROBERT’S _hand, muttering a vague_) Luck to you, boy. (_He stands",1
775921,disappears into the kitchen. A moment later_ ROBERT _re-enters. He comes,forward and picks up the shoes and stockings which he shoves carelessly,"under the table. Then, seeing no one about, he goes to the sideboard and","selects a book. Coming back to his chair, he sits down and immediately",ROBERT. (_swinging her up above his head--lovingly_) And how’s this,becomes absorbed in reading._ RUTH _returns from the kitchen bringing,2
478027,forward and picks up the shoes and stockings which he shoves carelessly,"under the table. Then, seeing no one about, he goes to the sideboard and","selects a book. Coming back to his chair, he sits down and immediately",becomes absorbed in reading._ RUTH _returns from the kitchen bringing,"his plate heaped with food, and a cup of tea. She sets those before him",BEN. (_impudently_) Don’t make no diff’rence t’ me whether there be or,1
75988,"under the table. Then, seeing no one about, he goes to the sideboard and","selects a book. Coming back to his chair, he sits down and immediately",becomes absorbed in reading._ RUTH _returns from the kitchen bringing,"his plate heaped with food, and a cup of tea. She sets those before him",entering his mind_) Ruth! Tell me the truth. His mind hasn’t gone back,"and sits down in her former place._ ROBERT _continues to read, oblivious",2
825605,"selects a book. Coming back to his chair, he sits down and immediately",becomes absorbed in reading._ RUTH _returns from the kitchen bringing,"his plate heaped with food, and a cup of tea. She sets those before him","and sits down in her former place._ ROBERT _continues to read, oblivious",to the food on the table_).,"this confession of weakness_) Darn all this silly lovin’ business,",1
875480,becomes absorbed in reading._ RUTH _returns from the kitchen bringing,"his plate heaped with food, and a cup of tea. She sets those before him","and sits down in her former place._ ROBERT _continues to read, oblivious",to the food on the table_).,"RUTH. (_after watching him irritably for a moment_) For heaven’s sakes,",ROBERT. (_throwing her away from him. She staggers back against the,1
987578,"his plate heaped with food, and a cup of tea. She sets those before him","and sits down in her former place._ ROBERT _continues to read, oblivious",to the food on the table_).,"RUTH. (_after watching him irritably for a moment_) For heaven’s sakes,",put down that old book! Don’t you see your dinner’s getting cold?,"impotent rage_) God, what a shame! And there’s nothing we can do but",1
640843,"and sits down in her former place._ ROBERT _continues to read, oblivious",to the food on the table_).,"RUTH. (_after watching him irritably for a moment_) For heaven’s sakes,",put down that old book! Don’t you see your dinner’s getting cold?,"ROBERT. (_closing his book_) Excuse me, Ruth. I didn’t notice. (_He",and sometimes I could actually hear them calling to me to come out and,1
931441,to the food on the table_).,"RUTH. (_after watching him irritably for a moment_) For heaven’s sakes,",put down that old book! Don’t you see your dinner’s getting cold?,"ROBERT. (_closing his book_) Excuse me, Ruth. I didn’t notice. (_He",ANDREW. _A_ stench! Ten thousand of them!,"picks up his knife and fork and begins to eat gingerly, without",2
502208,"RUTH. (_after watching him irritably for a moment_) For heaven’s sakes,",put down that old book! Don’t you see your dinner’s getting cold?,"ROBERT. (_closing his book_) Excuse me, Ruth. I didn’t notice. (_He","picks up his knife and fork and begins to eat gingerly, without",appetite_).,"ROBERT. (_smiling_) Your letters were--sketchy, to say the least.",1
382791,put down that old book! Don’t you see your dinner’s getting cold?,"ROBERT. (_closing his book_) Excuse me, Ruth. I didn’t notice. (_He","picks up his knife and fork and begins to eat gingerly, without",appetite_).,"RUTH. I should think you might have some feeling for me, Rob, and not",secret beyond there---- (_He suddenly raises himself with his last,1
514715,"ROBERT. (_closing his book_) Excuse me, Ruth. I didn’t notice. (_He","picks up his knife and fork and begins to eat gingerly, without",appetite_).,"RUTH. I should think you might have some feeling for me, Rob, and not",always be late for meals. If you think it’s fun sweltering in that oven,"Well, Andy’s bringing a specialist with him when he comes. That ought to",1
459772,"picks up his knife and fork and begins to eat gingerly, without",appetite_).,"RUTH. I should think you might have some feeling for me, Rob, and not",always be late for meals. If you think it’s fun sweltering in that oven,RUTH. (_without a trace of feeling_) Somebody had got to. It’s only,"of a kitchen to keep things warm for you, you’re mistaken.",2
